node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDKN1B	FOXO3	9606.ENSP00000228872	9606.ENSP00000385824	0	0	0	0	0	0.416	0.9	0.804	0.987
CDKN2A	MAPK14	9606.ENSP00000418915	9606.ENSP00000229795	0	0	0	0	0	0.308	0.8	0.324	0.898
CDKN2A	TWIST1	9606.ENSP00000418915	9606.ENSP00000242261	0	0	0	0	0.062	0	0.9	0.673	0.966
CDKN2A	PIK3CA	9606.ENSP00000418915	9606.ENSP00000263967	0	0	0	0	0.055	0.126	0.9	0.712	0.973
CDKN2A	STAT3	9606.ENSP00000418915	9606.ENSP00000264657	0	0	0	0	0.055	0.064	0	0.728	0.739
CDKN2A	RB1	9606.ENSP00000418915	9606.ENSP00000267163	0	0	0	0	0	0.085	0.9	0.849	0.985
CDKN2A	TP53	9606.ENSP00000418915	9606.ENSP00000269305	0	0	0	0	0	0.384	0.9	0.968	0.997
CDKN2A	ERBB2	9606.ENSP00000418915	9606.ENSP00000269571	0	0	0	0	0	0.176	0	0.813	0.839
CDKN2A	EGFR	9606.ENSP00000418915	9606.ENSP00000275493	0	0	0	0	0	0.176	0	0.745	0.78
CDKN2A	SMAD3	9606.ENSP00000418915	9606.ENSP00000332973	0	0	0	0	0	0.063	0.9	0.4	0.938
CDKN2A	SMAD4	9606.ENSP00000418915	9606.ENSP00000341551	0	0	0	0	0	0.063	0.9	0.729	0.972
CDKN2A	FOXM1	9606.ENSP00000418915	9606.ENSP00000342307	0	0	0	0	0	0.085	0.9	0.685	0.968
CDKN2A	E2F1	9606.ENSP00000418915	9606.ENSP00000345571	0	0	0	0	0.083	0.392	0.9	0.805	0.987
CDKN2A	NRAS	9606.ENSP00000418915	9606.ENSP00000358548	0	0	0	0	0	0.158	0.8	0.671	0.939
CDKN2A	PTEN	9606.ENSP00000418915	9606.ENSP00000361021	0	0	0	0	0.062	0.23	0	0.88	0.906
CDKN2A	PIK3R1	9606.ENSP00000418915	9606.ENSP00000428056	0	0	0	0	0	0	0.9	0.474	0.945
CDKN2A	HIF1A	9606.ENSP00000418915	9606.ENSP00000437955	0	0	0	0	0	0.379	0.9	0.402	0.959
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000479618	0	0	0	0	0	0.379	0.9	0.902	0.993
CHEK1	HES1	9606.ENSP00000388648	9606.ENSP00000232424	0	0	0	0	0	0	0.9	0	0.9
CHEK1	MSH6	9606.ENSP00000388648	9606.ENSP00000234420	0	0	0	0	0.229	0.313	0	0.757	0.86
CHEK1	TP53	9606.ENSP00000388648	9606.ENSP00000269305	0	0	0	0	0.095	0.379	0.9	0.935	0.995
CHEK1	KIT	9606.ENSP00000388648	9606.ENSP00000288135	0	0	0	0.554	0	0.057	0.9	0.296	0.913
CHEK1	PLK1	9606.ENSP00000388648	9606.ENSP00000300093	0	0	0	0.656	0.587	0	0	0.812	0.701
CHEK1	FOXM1	9606.ENSP00000388648	9606.ENSP00000342307	0	0	0	0	0.625	0.056	0	0.437	0.783
CHEK1	MTOR	9606.ENSP00000388648	9606.ENSP00000354558	0	0	0	0	0	0.315	0	0.647	0.749
CHEK1	PARP1	9606.ENSP00000388648	9606.ENSP00000355759	0	0	0	0	0.17	0.135	0	0.786	0.833
CHEK1	XPA	9606.ENSP00000388648	9606.ENSP00000364270	0	0	0	0	0	0.066	0	0.698	0.706
CHEK1	RAD50	9606.ENSP00000388648	9606.ENSP00000368100	0	0	0	0	0.062	0	0.9	0.324	0.931
CHEK1	PCNA	9606.ENSP00000388648	9606.ENSP00000368458	0	0	0	0	0.586	0.565	0	0.21	0.845
CHEK1	TP53BP1	9606.ENSP00000388648	9606.ENSP00000371475	0	0	0	0	0.056	0.8	0	0.935	0.986
CHEK1	CHEK2	9606.ENSP00000388648	9606.ENSP00000372023	0	0	0.242	0.67	0.273	0.763	0.8	0.981	0.976
CHEK1	RAD51	9606.ENSP00000388648	9606.ENSP00000372088	0	0	0	0	0.664	0.521	0.9	0.944	0.999
CHEK1	YWHAZ	9606.ENSP00000388648	9606.ENSP00000379287	0	0	0	0	0.049	0.491	0.9	0.177	0.954
CHEK1	WEE1	9606.ENSP00000388648	9606.ENSP00000402084	0	0	0	0.559	0.131	0.313	0.9	0.944	0.962
CHEK2	MSH6	9606.ENSP00000372023	9606.ENSP00000234420	0	0	0	0	0.165	0.16	0	0.738	0.8
CHEK2	XRCC1	9606.ENSP00000372023	9606.ENSP00000262887	0	0	0	0	0.062	0.313	0	0.738	0.817
CHEK2	MAPK3	9606.ENSP00000372023	9606.ENSP00000263025	0	0	0.244	0.687	0.062	0.89	0	0.466	0.913
CHEK2	TP53	9606.ENSP00000372023	9606.ENSP00000269305	0	0	0	0	0.096	0.379	0.9	0.972	0.998
CHEK2	HIST1H2BA	9606.ENSP00000372023	9606.ENSP00000274764	0	0	0	0	0.063	0.083	0.9	0.368	0.938
CHEK2	PLK1	9606.ENSP00000372023	9606.ENSP00000300093	0	0	0	0.615	0.385	0.584	0	0.901	0.825
CHEK2	FOXM1	9606.ENSP00000372023	9606.ENSP00000342307	0	0	0	0	0.118	0.389	0.9	0.729	0.983
CHEK2	E2F1	9606.ENSP00000372023	9606.ENSP00000345571	0	0	0	0	0.062	0.379	0	0.583	0.736
CHEK2	HIST3H3	9606.ENSP00000372023	9606.ENSP00000355657	0	0	0	0	0.077	0.178	0.9	0.168	0.928
CHEK2	PTEN	9606.ENSP00000372023	9606.ENSP00000361021	0	0	0	0	0	0.17	0	0.669	0.713
CHEK2	RAD50	9606.ENSP00000372023	9606.ENSP00000368100	0	0	0	0	0.088	0.245	0.9	0.451	0.957
CHEK2	TP53BP1	9606.ENSP00000372023	9606.ENSP00000371475	0	0	0	0	0.063	0.785	0.9	0.917	0.998
CHEK2	RAD51	9606.ENSP00000372023	9606.ENSP00000372088	0	0	0	0	0.192	0.682	0	0.894	0.97
COL6A1	MMP2	9606.ENSP00000355180	9606.ENSP00000219070	0	0	0	0	0.781	0.141	0	0.334	0.864
COL6A1	ITGA2	9606.ENSP00000355180	9606.ENSP00000296585	0	0	0	0	0.06	0	0.9	0.245	0.922
COL6A1	ITGB1	9606.ENSP00000355180	9606.ENSP00000379350	0	0	0	0	0.089	0	0.9	0.213	0.922
CREB1	GZMB	9606.ENSP00000387699	9606.ENSP00000216341	0	0	0	0	0	0	0.9	0.211	0.917
CREB1	MAPK14	9606.ENSP00000387699	9606.ENSP00000229795	0	0	0	0	0	0.379	0.9	0.789	0.985
CREB1	MAPK3	9606.ENSP00000387699	9606.ENSP00000263025	0	0	0	0	0	0	0.9	0.816	0.98
CREB1	PIK3CA	9606.ENSP00000387699	9606.ENSP00000263967	0	0	0	0	0.085	0	0.9	0.187	0.919
CREB1	STAT3	9606.ENSP00000387699	9606.ENSP00000264657	0	0	0	0	0	0.379	0	0.672	0.787
CREB1	TP53	9606.ENSP00000387699	9606.ENSP00000269305	0	0	0	0	0	0.513	0	0.813	0.905
CREB1	EGFR	9606.ENSP00000387699	9606.ENSP00000275493	0	0	0	0	0	0	0	0.725	0.726
CREB1	PTEN	9606.ENSP00000387699	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.768	0.773
CREB1	PRKAR1A	9606.ENSP00000387699	9606.ENSP00000376475	0	0	0	0	0.062	0	0.9	0.569	0.956
CREB1	PRKCA	9606.ENSP00000387699	9606.ENSP00000408695	0	0	0	0	0	0	0.6	0.329	0.72
CREB1	ESR1	9606.ENSP00000387699	9606.ENSP00000405330	0	0	0	0	0	0.05	0	0.747	0.75
CREB1	PIK3R1	9606.ENSP00000387699	9606.ENSP00000428056	0	0	0	0	0	0	0.9	0.187	0.915
CREB1	LDHA	9606.ENSP00000387699	9606.ENSP00000445175	0	0	0	0	0	0	0.9	0.245	0.921
CREB1	HIF1A	9606.ENSP00000387699	9606.ENSP00000437955	0	0	0	0	0.061	0	0.9	0.442	0.943
CREB1	RPS6KA1	9606.ENSP00000387699	9606.ENSP00000435412	0	0	0	0	0	0.379	0.9	0.84	0.989
CTNNB1	GSK3A	9606.ENSP00000344456	9606.ENSP00000222330	0	0	0	0	0.062	0.67	0.9	0.576	0.985
CTNNB1	MAPK14	9606.ENSP00000344456	9606.ENSP00000229795	0	0	0	0	0.064	0.063	0.9	0.335	0.933
CTNNB1	SNAI1	9606.ENSP00000344456	9606.ENSP00000244050	0	0	0	0	0	0	0	0.814	0.814
CTNNB1	VASP	9606.ENSP00000344456	9606.ENSP00000245932	0	0	0	0	0	0	0.9	0.61	0.959
CTNNB1	JAG1	9606.ENSP00000344456	9606.ENSP00000254958	0	0	0	0	0.076	0.174	0	0.688	0.741
CTNNB1	POU5F1	9606.ENSP00000344456	9606.ENSP00000259915	0	0	0	0	0.049	0.454	0	0.805	0.89
CTNNB1	KDR	9606.ENSP00000344456	9606.ENSP00000263923	0	0	0	0	0	0.384	0.9	0.519	0.967
CTNNB1	PIK3CA	9606.ENSP00000344456	9606.ENSP00000263967	0	0	0	0	0.082	0.157	0.9	0.71	0.974
CTNNB1	STAT3	9606.ENSP00000344456	9606.ENSP00000264657	0	0	0	0	0	0	0	0.759	0.76
CTNNB1	ERBB3	9606.ENSP00000344456	9606.ENSP00000267101	0	0	0	0	0.061	0.416	0	0.637	0.784
CTNNB1	IGF1R	9606.ENSP00000344456	9606.ENSP00000268035	0	0	0	0	0.061	0.524	0.9	0.482	0.973
CTNNB1	TP53	9606.ENSP00000344456	9606.ENSP00000269305	0	0	0	0	0	0	0	0.792	0.792
CTNNB1	ERBB2	9606.ENSP00000344456	9606.ENSP00000269571	0	0	0	0	0	0.472	0.9	0.815	0.989
CTNNB1	HIST1H2BA	9606.ENSP00000344456	9606.ENSP00000274764	0	0	0	0	0	0.087	0.9	0.32	0.932
CTNNB1	EGFR	9606.ENSP00000344456	9606.ENSP00000275493	0	0	0	0	0.062	0.472	0.9	0.832	0.99
CTNNB1	NOTCH1	9606.ENSP00000344456	9606.ENSP00000277541	0	0	0	0	0.055	0.472	0.9	0.837	0.99
CTNNB1	PAK1	9606.ENSP00000344456	9606.ENSP00000278568	0	0	0	0	0.064	0	0.9	0.56	0.955
CTNNB1	GJA1	9606.ENSP00000344456	9606.ENSP00000282561	0	0	0	0	0.073	0.261	0.9	0.546	0.964
CTNNB1	SOX2	9606.ENSP00000344456	9606.ENSP00000323588	0	0	0	0	0	0.472	0.9	0.627	0.978
CTNNB1	SMAD3	9606.ENSP00000344456	9606.ENSP00000332973	0	0	0	0	0.063	0.466	0	0.575	0.769
CTNNB1	SMAD4	9606.ENSP00000344456	9606.ENSP00000341551	0	0	0	0	0.063	0.336	0.9	0.687	0.977
CTNNB1	FOXM1	9606.ENSP00000344456	9606.ENSP00000342307	0	0	0	0	0	0.441	0	0.638	0.789
CTNNB1	MTOR	9606.ENSP00000344456	9606.ENSP00000354558	0	0	0	0	0	0.157	0	0.673	0.712
CTNNB1	HIF1A	9606.ENSP00000344456	9606.ENSP00000437955	0	0	0	0	0.078	0.379	0	0.67	0.795
CTNNB1	MUC1	9606.ENSP00000344456	9606.ENSP00000484824	0	0	0	0	0	0.379	0	0.696	0.803
CTNNB1	YAP1	9606.ENSP00000344456	9606.ENSP00000478927	0	0	0	0	0.089	0.434	0	0.675	0.818
CTNNB1	PTEN	9606.ENSP00000344456	9606.ENSP00000361021	0	0	0	0	0.061	0.404	0	0.735	0.839
CTNNB1	ESR1	9606.ENSP00000344456	9606.ENSP00000405330	0	0	0	0	0	0.409	0	0.743	0.842
CTNNB1	HIST3H3	9606.ENSP00000344456	9606.ENSP00000355657	0	0	0	0	0.049	0.082	0.9	0.083	0.909
CTNNB1	YWHAB	9606.ENSP00000344456	9606.ENSP00000361930	0	0	0	0	0.068	0.088	0.9	0.185	0.921
CTNNB1	MAPK9	9606.ENSP00000344456	9606.ENSP00000394560	0	0	0	0	0.093	0.522	0.9	0.447	0.972
CTNNB1	YWHAZ	9606.ENSP00000344456	9606.ENSP00000379287	0	0	0	0	0.085	0.409	0.9	0.555	0.972
CTNNB1	FOXO3	9606.ENSP00000344456	9606.ENSP00000385824	0	0	0	0	0	0.505	0.9	0.659	0.981
CTNNB1	PIK3R1	9606.ENSP00000344456	9606.ENSP00000428056	0	0	0	0	0	0.689	0.9	0.51	0.983
CTNNB1	SRC	9606.ENSP00000344456	9606.ENSP00000362680	0	0	0	0	0.057	0.467	0.9	0.797	0.988
CTNNB1	MYC	9606.ENSP00000344456	9606.ENSP00000479618	0	0	0	0	0	0.328	0.9	0.881	0.991
DUSP4	MAPK14	9606.ENSP00000240100	9606.ENSP00000229795	0	0	0	0	0	0.536	0.9	0.424	0.97
DUSP4	MAPK9	9606.ENSP00000240100	9606.ENSP00000394560	0	0	0	0	0	0.657	0.6	0.322	0.899
DUSP4	MAPK3	9606.ENSP00000240100	9606.ENSP00000263025	0	0	0	0	0.055	0.536	0.9	0.561	0.978
E2F1	RPS6KB1	9606.ENSP00000345571	9606.ENSP00000225577	0	0	0	0	0	0.185	0.9	0.186	0.927
E2F1	KAT2A	9606.ENSP00000345571	9606.ENSP00000225916	0	0	0	0	0.095	0.46	0.9	0.268	0.959
E2F1	RB1	9606.ENSP00000345571	9606.ENSP00000267163	0	0	0	0	0.145	0.974	0.9	0.841	0.999
E2F1	TP53	9606.ENSP00000345571	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.795	0.867
E2F1	NOTCH1	9606.ENSP00000345571	9606.ENSP00000277541	0	0	0	0	0.062	0	0.9	0.349	0.933
E2F1	PARP1	9606.ENSP00000345571	9606.ENSP00000355759	0	0	0	0	0.096	0.472	0	0.525	0.754
E2F1	MYC	9606.ENSP00000345571	9606.ENSP00000479618	0	0	0	0	0.088	0	0	0.763	0.775
E2F1	ETS1	9606.ENSP00000345571	9606.ENSP00000376436	0	0	0	0	0	0	0.9	0.272	0.924
E2F1	PCNA	9606.ENSP00000345571	9606.ENSP00000368458	0	0	0	0	0.172	0	0.9	0.343	0.94
E2F1	RAD51	9606.ENSP00000345571	9606.ENSP00000372088	0	0	0	0	0.229	0.263	0.9	0.315	0.955
EEF2	RPS6KB1	9606.ENSP00000307940	9606.ENSP00000225577	0	0	0	0	0.046	0	0	0.847	0.848
EEF2	EEF2K	9606.ENSP00000307940	9606.ENSP00000263026	0	0	0	0	0.061	0.379	0.9	0.966	0.997
EEF2	TUFM	9606.ENSP00000307940	9606.ENSP00000322439	0.167	0	0	0	0.491	0.305	0	0.384	0.794
EEF2	EIF4G1	9606.ENSP00000307940	9606.ENSP00000416255	0	0	0	0	0.199	0	0	0.759	0.799
EEF2	EIF4E	9606.ENSP00000307940	9606.ENSP00000425561	0	0	0	0	0.062	0	0	0.843	0.847
EEF2	RPS6	9606.ENSP00000307940	9606.ENSP00000369757	0	0	0	0	0.951	0.967	0.9	0.724	0.999
EEF2K	RPS6KB1	9606.ENSP00000263026	9606.ENSP00000225577	0	0	0	0	0	0.342	0.9	0.836	0.988
EEF2K	RPS6KA1	9606.ENSP00000263026	9606.ENSP00000435412	0	0	0	0	0	0.342	0	0.712	0.803
EEF2K	PRKCA	9606.ENSP00000263026	9606.ENSP00000408695	0	0	0	0	0	0	0.8	0.124	0.817
EEF2K	PRKAA1	9606.ENSP00000263026	9606.ENSP00000346148	0	0	0	0	0.05	0.305	0.8	0.132	0.87
EGFR	ERCC1	9606.ENSP00000275493	9606.ENSP00000013807	0	0	0	0	0	0	0	0.776	0.776
EGFR	SERPINE1	9606.ENSP00000275493	9606.ENSP00000223095	0	0	0	0	0.125	0	0	0.687	0.715
EGFR	MAPK14	9606.ENSP00000275493	9606.ENSP00000229795	0	0	0	0.577	0	0.723	0	0.751	0.81
EGFR	JAG1	9606.ENSP00000275493	9606.ENSP00000254958	0	0	0	0	0.121	0.134	0	0.713	0.762
EGFR	MAPK3	9606.ENSP00000275493	9606.ENSP00000263025	0	0	0	0.58	0	0.185	0.9	0.886	0.946
EGFR	NOTCH3	9606.ENSP00000275493	9606.ENSP00000263388	0	0	0	0	0.099	0.157	0.9	0.528	0.959
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.37	0.9	0.866	0.99
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.753	0.9	0.927	0.998
EGFR	ERBB3	9606.ENSP00000275493	9606.ENSP00000267101	0	0	0	0.913	0.061	0.875	0.9	0.968	0.988
EGFR	PXN	9606.ENSP00000275493	9606.ENSP00000267257	0	0	0	0	0	0.209	0.9	0.608	0.966
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.951	0.964
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0	0.941	0.077	0.699	0.9	0.967	0.971
EGFR	SMAD4	9606.ENSP00000275493	9606.ENSP00000341551	0	0	0	0	0	0	0	0.71	0.71
EGFR	YWHAZ	9606.ENSP00000275493	9606.ENSP00000379287	0	0	0	0	0	0.4	0	0.569	0.731
EGFR	PKM	9606.ENSP00000275493	9606.ENSP00000320171	0	0	0	0	0	0.116	0	0.711	0.733
EGFR	NF2	9606.ENSP00000275493	9606.ENSP00000344666	0	0	0	0	0	0.379	0	0.619	0.753
EGFR	SOX2	9606.ENSP00000275493	9606.ENSP00000323588	0	0	0	0	0.05	0.185	0	0.741	0.782
EGFR	PGR	9606.ENSP00000275493	9606.ENSP00000325120	0	0	0	0	0	0.077	0	0.804	0.811
EGFR	GAB2	9606.ENSP00000275493	9606.ENSP00000354952	0	0	0	0	0	0.342	0.6	0.398	0.827
EGFR	IRS1	9606.ENSP00000275493	9606.ENSP00000304895	0	0	0	0	0.106	0.204	0.6	0.595	0.869
EGFR	MYC	9606.ENSP00000275493	9606.ENSP00000479618	0	0	0	0	0	0	0	0.871	0.872
EGFR	NOTCH1	9606.ENSP00000275493	9606.ENSP00000277541	0	0	0	0	0	0.157	0	0.887	0.901
EGFR	MUC1	9606.ENSP00000275493	9606.ENSP00000484824	0	0	0	0	0.076	0.393	0	0.867	0.919
EGFR	YAP1	9606.ENSP00000275493	9606.ENSP00000478927	0	0	0	0	0.373	0.401	0	0.815	0.924
EGFR	PTK2	9606.ENSP00000275493	9606.ENSP00000341189	0	0	0	0.597	0.109	0.479	0.8	0.69	0.926
EGFR	LCK	9606.ENSP00000275493	9606.ENSP00000337825	0	0	0	0.682	0	0.102	0.9	0.71	0.927
EGFR	JAK2	9606.ENSP00000275493	9606.ENSP00000371067	0	0	0	0.573	0	0.472	0.8	0.83	0.928
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.402	0	0.908	0.943
EGFR	PIK3CB	9606.ENSP00000275493	9606.ENSP00000289153	0	0	0	0	0	0.204	0.9	0.473	0.954
EGFR	PRKCA	9606.ENSP00000275493	9606.ENSP00000408695	0	0	0	0.557	0.049	0.44	0.9	0.676	0.959
EGFR	SRC	9606.ENSP00000275493	9606.ENSP00000362680	0	0	0	0.671	0	0.484	0.9	0.954	0.963
EGFR	TFRC	9606.ENSP00000275493	9606.ENSP00000353224	0	0	0	0	0	0.102	0.9	0.633	0.964
EGFR	L1CAM	9606.ENSP00000275493	9606.ENSP00000359077	0	0	0	0	0.087	0.472	0.9	0.364	0.965
EGFR	PTEN	9606.ENSP00000275493	9606.ENSP00000361021	0	0	0	0	0	0.472	0	0.94	0.967
EGFR	ITGB1	9606.ENSP00000275493	9606.ENSP00000379350	0	0	0	0	0.097	0.416	0.9	0.454	0.967
EGFR	HIF1A	9606.ENSP00000275493	9606.ENSP00000437955	0	0	0	0	0	0	0.9	0.743	0.973
EGFR	NRAS	9606.ENSP00000275493	9606.ENSP00000358548	0	0	0	0	0.052	0.329	0.9	0.751	0.982
EGFR	MTOR	9606.ENSP00000275493	9606.ENSP00000354558	0	0	0	0	0.061	0.204	0.9	0.843	0.986
EGFR	STAT5A	9606.ENSP00000275493	9606.ENSP00000341208	0	0	0	0	0.049	0.755	0.8	0.795	0.989
EGFR	ERRFI1	9606.ENSP00000275493	9606.ENSP00000366702	0	0	0	0	0.213	0.98	0	0.517	0.992
EGFR	NRG1	9606.ENSP00000275493	9606.ENSP00000384620	0	0	0	0	0.076	0.591	0.9	0.874	0.994
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0	0	0	0	0.882	0.9	0.581	0.994
EIF4E	TSC2	9606.ENSP00000425561	9606.ENSP00000219476	0	0	0	0	0	0	0	0.776	0.776
EIF4E	RPS6KB1	9606.ENSP00000425561	9606.ENSP00000225577	0	0	0	0	0.062	0.361	0.9	0.887	0.992
EIF4E	MAPK14	9606.ENSP00000425561	9606.ENSP00000229795	0	0	0	0	0.062	0	0.9	0.351	0.933
EIF4E	RHEB	9606.ENSP00000425561	9606.ENSP00000262187	0	0	0	0	0.063	0	0.9	0.748	0.974
EIF4E	MAPK3	9606.ENSP00000425561	9606.ENSP00000263025	0	0	0	0	0.062	0	0	0.751	0.757
EIF4E	RICTOR	9606.ENSP00000425561	9606.ENSP00000296782	0	0	0	0	0	0	0	0.763	0.763
EIF4E	IRS1	9606.ENSP00000425561	9606.ENSP00000304895	0	0	0	0	0	0.379	0	0.561	0.715
EIF4E	RPTOR	9606.ENSP00000425561	9606.ENSP00000307272	0	0	0	0	0	0.342	0.9	0.834	0.988
EIF4E	TRIM25	9606.ENSP00000425561	9606.ENSP00000323889	0	0	0	0	0.049	0.065	0.9	0.114	0.91
EIF4E	EIF4EBP1	9606.ENSP00000425561	9606.ENSP00000340691	0	0	0	0	0	0.903	0.9	0.985	0.999
EIF4E	MTOR	9606.ENSP00000425561	9606.ENSP00000354558	0	0	0	0	0.062	0.508	0.9	0.891	0.994
EIF4E	MKNK1	9606.ENSP00000425561	9606.ENSP00000361014	0	0	0	0	0	0.397	0.9	0.926	0.995
EIF4E	PTEN	9606.ENSP00000425561	9606.ENSP00000361021	0	0	0	0	0.06	0.063	0	0.701	0.714
EIF4E	YWHAB	9606.ENSP00000425561	9606.ENSP00000361930	0	0	0	0	0.065	0	0.9	0.057	0.904
EIF4E	RPS6	9606.ENSP00000425561	9606.ENSP00000369757	0	0	0	0	0.177	0.456	0.9	0.904	0.995
EIF4E	EIF4G1	9606.ENSP00000425561	9606.ENSP00000416255	0	0	0	0	0.081	0.951	0.9	0.983	0.999
EIF4E	MYC	9606.ENSP00000425561	9606.ENSP00000479618	0	0	0	0	0	0	0	0.805	0.806
EIF4EBP1	TSC2	9606.ENSP00000340691	9606.ENSP00000219476	0	0	0	0	0	0	0	0.863	0.863
EIF4EBP1	RPS6KB1	9606.ENSP00000340691	9606.ENSP00000225577	0	0	0	0	0.061	0.86	0	0.958	0.994
EIF4EBP1	RHEB	9606.ENSP00000340691	9606.ENSP00000262187	0	0	0	0	0	0.8	0.9	0.802	0.995
EIF4EBP1	MAPK3	9606.ENSP00000340691	9606.ENSP00000263025	0	0	0	0	0	0.266	0.8	0.675	0.948
EIF4EBP1	RICTOR	9606.ENSP00000340691	9606.ENSP00000296782	0	0	0	0	0	0	0	0.826	0.826
EIF4EBP1	TSC1	9606.ENSP00000340691	9606.ENSP00000298552	0	0	0	0	0	0	0	0.743	0.743
EIF4EBP1	RPTOR	9606.ENSP00000340691	9606.ENSP00000307272	0	0	0	0	0	0.887	0.9	0.934	0.999
EIF4EBP1	RPS6KA1	9606.ENSP00000340691	9606.ENSP00000435412	0	0	0	0	0	0	0	0.701	0.701
EIF4EBP1	PTEN	9606.ENSP00000340691	9606.ENSP00000361021	0	0	0	0	0	0	0	0.818	0.819
EIF4EBP1	RPS6	9606.ENSP00000340691	9606.ENSP00000369757	0	0	0	0	0.078	0	0	0.881	0.885
EIF4EBP1	YWHAB	9606.ENSP00000340691	9606.ENSP00000361930	0	0	0	0	0.061	0	0.9	0.254	0.923
EIF4EBP1	EIF4G1	9606.ENSP00000340691	9606.ENSP00000416255	0	0	0	0	0.07	0	0.9	0.845	0.984
EIF4EBP1	MTOR	9606.ENSP00000340691	9606.ENSP00000354558	0	0	0	0	0	0.875	0.9	0.967	0.999
EIF4G1	RPS6KB1	9606.ENSP00000416255	9606.ENSP00000225577	0	0	0	0	0.078	0.377	0.9	0.871	0.991
EIF4G1	PDCD4	9606.ENSP00000416255	9606.ENSP00000280154	0	0	0	0	0.064	0.367	0	0.93	0.955
EIF4G1	RPTOR	9606.ENSP00000416255	9606.ENSP00000307272	0	0	0	0	0.104	0	0	0.75	0.767
EIF4G1	TRIM25	9606.ENSP00000416255	9606.ENSP00000323889	0	0	0	0	0.084	0	0.9	0.203	0.92
EIF4G1	MTOR	9606.ENSP00000416255	9606.ENSP00000354558	0	0	0	0	0.091	0	0	0.729	0.743
EIF4G1	MKNK1	9606.ENSP00000416255	9606.ENSP00000361014	0	0	0	0	0.063	0.379	0.9	0.8	0.986
EIF4G1	HSPA1A	9606.ENSP00000416255	9606.ENSP00000364802	0	0	0	0	0.062	0.168	0.9	0.234	0.932
EIF4G1	RPS6	9606.ENSP00000416255	9606.ENSP00000369757	0	0	0	0	0.301	0	0.9	0.713	0.978
ENY2	KAT2A	9606.ENSP00000429986	9606.ENSP00000225916	0	0	0	0	0.061	0.394	0.9	0.596	0.973
ERBB2	MMP2	9606.ENSP00000269571	9606.ENSP00000219070	0	0	0	0	0.062	0	0	0.752	0.758
ERBB2	PIK3CA	9606.ENSP00000269571	9606.ENSP00000263967	0	0	0	0	0	0.08	0.9	0.866	0.986
ERBB2	STAT3	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0	0.457	0	0.856	0.918
ERBB2	ERBB3	9606.ENSP00000269571	9606.ENSP00000267101	0	0	0	0.897	0.115	0.561	0.9	0.969	0.962
ERBB2	TP53	9606.ENSP00000269571	9606.ENSP00000269305	0	0	0	0	0	0.167	0	0.937	0.945
ERBB2	FOXM1	9606.ENSP00000269571	9606.ENSP00000342307	0	0	0	0	0.061	0	0	0.711	0.717
ERBB2	MCL1	9606.ENSP00000269571	9606.ENSP00000358022	0	0	0	0	0	0	0	0.729	0.729
ERBB2	FASN	9606.ENSP00000269571	9606.ENSP00000304592	0	0	0	0	0.061	0	0	0.788	0.792
ERBB2	NF2	9606.ENSP00000269571	9606.ENSP00000344666	0	0	0	0	0	0.379	0	0.69	0.799
ERBB2	MTOR	9606.ENSP00000269571	9606.ENSP00000354558	0	0	0	0	0	0.08	0	0.823	0.83
ERBB2	IRS1	9606.ENSP00000269571	9606.ENSP00000304895	0	0	0	0	0.079	0.204	0.6	0.503	0.835
ERBB2	NOTCH1	9606.ENSP00000269571	9606.ENSP00000277541	0	0	0	0	0	0.157	0	0.823	0.844
ERBB2	MYC	9606.ENSP00000269571	9606.ENSP00000479618	0	0	0	0	0.06	0.139	0	0.88	0.895
ERBB2	PTEN	9606.ENSP00000269571	9606.ENSP00000361021	0	0	0	0	0	0.185	0	0.884	0.902
ERBB2	MUC1	9606.ENSP00000269571	9606.ENSP00000484824	0	0	0	0	0.07	0.305	0	0.878	0.914
ERBB2	MAP2K1	9606.ENSP00000269571	9606.ENSP00000302486	0	0	0	0.61	0	0.226	0.9	0.764	0.943
ERBB2	PIK3CB	9606.ENSP00000269571	9606.ENSP00000289153	0	0	0	0	0	0.08	0.9	0.456	0.945
ERBB2	ESR1	9606.ENSP00000269571	9606.ENSP00000405330	0	0	0	0	0	0.32	0	0.926	0.947
ERBB2	PGR	9606.ENSP00000269571	9606.ENSP00000325120	0	0	0	0	0	0.36	0	0.931	0.954
ERBB2	PTK2	9606.ENSP00000269571	9606.ENSP00000341189	0	0	0	0.598	0.073	0.746	0.8	0.588	0.96
